dish_id,total_calories,total_mass,total_fat,total_carb,total_protein,ingredients
dish_1563217804,492.934601,459.0,25.171036,22.654509,44.78577,"cherry tomatoes: 20.178345g, white rice: 19.821201g, pork: 148.658997g, parsley: 0.49553g, arugula: 65.490334g, zucchini: 9.910601g, lemon juice: 3.026752g, olive oil: 3.008894g, cilantro: 2.017834g, broccoli: 67.0g, lime: 3.026752g, salt: 0.499994g, mangos: 20.178345g, garlic: 0.99106g, jalapenos: 2.017834g, onions: 10.973089g, cucumbers: 20.178345g, rosemary: 0.99106g, mustard greens: 40.356689g, tomatoes: 20.178345g"
dish_1558629041,172.004013,226.0,8.396,13.712,10.954,"eggs: 72.0g, strawberries: 80.0g, carrot: 60.0g, garden salad: 14.0g"
dish_1566588066,566.233398,562.0,22.180496,48.054741,43.871033,"carrot: 147.874298g, pineapple: 188.0g, salt: 0.975028g, thyme: 0.21025g, olive oil: 7.870333g, arugula: 6.727989g, brown rice: 33.63995g, pepper: 8.502409g, salmon: 168.199738g"
dish_1560973984,171.213257,195.0,6.510186,25.909744,6.088271,"mustard: 0.228423g, arugula: 22.84231g, orange: 9.136924g, pepper: 0.028553g, salt: 0.114212g, lime: 0.685269g, raisins: 4.568462g, olive oil: 3.65477g, broccoli: 74.0g, pecans: 2.741077g, wheat berry: 77.0g"
dish_1558381943,13.8,60.0,0.24,2.16,1.74,spinach (raw): 60.0g
dish_1565637548,93.436127,102.0,2.244349,16.65864,2.245049,"pineapple: 56.0g, quinoa: 44.660194g, olive oil: 1.339806g"
dish_1562168365,70.0,140.0,0.14,18.199999,0.7,pineapple: 140.0g
dish_1558642458,23.0,92.0,0.276,4.6,1.656,cauliflower: 92.0g
dish_1564514953,249.899155,281.0,22.069691,19.018438,26.381748,"artichokes: 6.080273g, chive: 0.304014g, salt: 0.68479g, onions: 6.080273g, olive oil: 5.879622g, white beans: 24.321093g, fish: 121.605461g, pepper: 0.21547g, arugula: 3.648164g, carrot: 101.540359g, bell peppers: 2.432109g, lime: 2.432109g, garlic: 0.608027g, snow peas: 4.864218g, parsley: 0.304014g"
dish_1560456833,351.583435,378.0,23.920921,38.113228,31.095846,"nopales: 3.692308g, sour cream: 6.153846g, broccoli: 95.0g, garlic: 0.615385g, carrot: 6.153846g, fish: 123.07692g, jicama: 4.923077g, olive oil: 5.538461g, wild rice: 95.0g, parsley: 0.307692g, salt: 0.307692g, lime: 3.692308g, chive: 0.307692g, corn: 24.615385g, pepper: 2.461539g, arugula: 6.153846g"
dish_1561574600,32.980392,100.0,1.176471,5.784314,0.980392,"salt: 0.980392g, olive oil: 0.980392g, eggplant: 98.039215g"
dish_1559848882,143.062012,254.0,0.36,37.441998,1.228,"mandarin oranges: 53.0g, pears: 201.0g"
dish_1563303298,170.760071,103.0,4.999781,2.042296,27.815535,"salt: 0.110131g, spinach (raw): 2.20262g, wheat berry: 8.810478g, olive oil: 1.762096g, thyme: 0.220262g, lemon juice: 0.440524g, parsley: 0.881048g, chicken: 88.104782g, shallots: 0.027533g, garlic: 0.440524g"
dish_1558639362,156.179001,342.0,1.42,37.420002,3.902,"cauliflower: 98.0g, apple: 116.0g, carrot: 99.0g, corn on the cob: 29.0g"
dish_1566488905,82.308296,86.0,2.097561,15.10244,0.839024,"sweet potato: 83.902443g, olive oil: 2.097561g"
dish_1566933180,161.449524,96.0,7.634025,2.197063,19.702276,"salt: 0.101266g, vinegar: 0.810127g, olive oil: 0.810127g, garlic: 0.202532g, thyme: 0.405063g, parsley: 0.405063g, basil: 0.405063g, arugula: 2.025316g, brown rice: 8.101266g, lemon juice: 0.101266g, chicken thighs: 81.012657g, radishes: 1.620253g"
dish_1558721272,29.52,72.0,0.144,7.2,0.648,carrot: 72.0g
dish_1563464389,91.970001,17.0,7.14,0.238,6.29,bacon: 17.0g
dish_1561749061,302.860138,360.0,16.033365,21.472082,19.745497,"garlic: 0.636528g, salmon: 65.327576g, pepper: 8.358603g, arugula: 2.613103g, brown rice: 13.065516g, cherry tomatoes: 3.787986g, tatsoi: 50.922245g, mustard: 0.591873g, kale: 12.730561g, lemon juice: 5.092224g, parsley: 0.477396g, celery root: 3.787986g, mixed greens: 47.349823g, honeydew melons: 118.0g, vinegar: 3.787986g, thyme: 0.081659g, olive oil: 10.058419g, cucumbers: 12.730561g, salt: 0.599958g"
dish_1558544482,38.189999,67.0,0.201,9.38,0.469,berries: 67.0g
dish_1563395415,182.538498,187.0,5.808602,25.546873,7.82521,"carrot: 29.574862g, broccoli: 34.333336g, cheese pizza: 54.0g, salt: 0.110906g, zucchini: 34.333336g, olive oil: 0.295749g, squash: 34.333336g, pepper: 0.018484g"
dish_1561739649,208.233551,388.0,3.843097,39.756126,8.455999,"sweet potato: 84.0g, broccoli: 264.0g, raspberries: 2.580645g, granola: 6.451612g, blackberries: 2.580645g, mixed greens: 25.80645g, vinaigrette: 2.580645g"
dish_1566414686,646.176697,407.0,22.089535,20.808079,86.652031,"basil: 1.019951g, garlic: 2.039903g, lemon juice: 0.509976g, thyme: 0.63747g, rosemary: 0.63747g, butter: 2.039903g, wheat berry: 20.399027g, mushroom: 10.199513g, pepper: 1.019951g, salt: 2.039903g, shallots: 1.019951g, roasted potatoes: 81.0g, olive oil: 2.039903g, arugula: 5.099757g, oregano: 0.63747g, cream: 8.159611g, chicken: 267.990295g, white wine: 0.509976g"
dish_1568405214,144.255814,152.0,9.715363,9.62549,6.820557,"mustard greens: 8.366014g, olive oil: 6.692811g, cucumbers: 6.692811g, kale: 68.822807g, tomatoes: 4.183007g, salt: 0.20915g, garlic: 0.627451g, caesar dressing: 11.470469g, croutons: 0.537678g, vinegar: 3.346405g, spinach (raw): 33.464054g, parmesan cheese: 7.169043g, mustard: 0.418301g"
dish_1559843492,31.710001,95.0,0.303,7.42,0.971,"broccoli: 18.0g, strawberries: 77.0g"
dish_1561578570,136.804855,65.0,7.853771,1.929112,13.278779,"millet: 6.617881g, spinach (cooked): 1.65447g, salt: 0.062043g, onions: 1.65447g, olive oil: 0.330894g, vinegar: 0.082724g, beef: 49.634109g, shallots: 3.30894g, bok choy: 1.65447g"
dish_1560788384,111.198997,242.0,0.847,14.035999,12.947001,"yogurt: 121.0g, strawberries: 121.0g"
dish_1563464543,386.369995,319.0,22.577999,27.534,18.902,"bacon: 17.0g, berries: 86.0g, watermelon: 60.0g, roasted potatoes: 50.0g, scrambled eggs: 106.0g"
dish_1564429702,39.5,158.0,0.474,7.9,2.844,cauliflower: 158.0g
dish_1564686740,399.804565,221.0,21.22847,40.114349,13.19951,"olive oil: 8.489797g, olives: 25.0g, pepper: 0.265306g, cherry tomatoes: 8.489797g, lettuce: 21.224489g, cheese pizza: 105.0g, mixed greens: 31.836735g, lime: 1.061225g, salt: 0.530612g, vinegar: 4.244898g, onions: 4.244898g, cucumbers: 10.612245g"
dish_1558547068,2.53,11.0,0.044,0.396,0.319,spinach (raw): 11.0g
dish_1563307519,574.115173,335.0,30.811615,18.411123,51.720291,"olive oil: 1.902439g, salt: 0.317073g, vinegar: 1.268293g, soy sauce: 1.268293g, beef: 190.243912g, white rice: 25.365854g, chili: 1.268293g, broccoli: 12.682927g, garlic: 1.268293g, green onions: 1.268293g, onions: 2.536585g, carrot: 88.0g, kale: 6.341464g, orange juice: 1.268293g"
dish_1563391922,24.440001,104.0,0.381333,4.541334,1.525333,"broccoli: 34.666668g, squash: 34.666668g, zucchini: 34.666668g"
dish_1565811529,116.842033,104.0,10.860431,4.392354,2.101721,"garlic: 0.329114g, salt: 0.329114g, mustard: 0.658228g, olive oil: 10.531646g, blueberries: 10.531646g, vinegar: 5.265823g, spinach (raw): 65.822784g, radishes: 10.531646g"
dish_1559846504,126.172005,233.0,0.329,32.792,1.572,"broccoli: 32.0g, pears: 201.0g"
dish_1558116298,854.690979,368.0,62.372002,48.107002,35.868004,"cantaloupe: 91.0g, almonds: 75.0g, grapes: 111.0g, sausage: 91.0g"
dish_1567022296,425.410004,444.0,10.966,18.481001,61.859001,"cherry tomatoes: 74.0g, onions: 57.0g, olives: 35.0g, bell peppers: 54.0g, carrot: 34.0g, chicken: 190.0g"
dish_1559751710,37.619999,66.0,0.198,9.24,0.462,berries: 66.0g
dish_1560444815,495.119995,571.0,26.717999,40.627998,25.66,"honeydew melons: 173.0g, watermelon: 170.0g, scrambled eggs: 123.0g, bacon: 30.0g, pineapple: 75.0g"
dish_1557863170,129.820007,142.0,11.426001,8.233999,2.266,"avocado: 47.0g, spinach (raw): 24.0g, cucumbers: 31.0g, olives: 40.0g"
dish_1561753589,138.761963,78.0,7.040133,3.070802,14.485127,"arugula: 2.342782g, brown rice: 11.713911g, salt: 0.146424g, pepper: 2.928478g, thyme: 0.073212g, salmon: 58.56955g, olive oil: 2.225643g"
dish_1558372525,242.802002,42.0,20.790001,9.534,9.408,almonds: 42.0g
dish_1567020091,236.805176,238.0,22.449144,11.681914,16.441938,"fish: 63.130203g, chive: 0.157826g, walnuts: 2.242653g, garlic: 0.039456g, shallots: 1.262604g, kale: 3.15651g, arugula: 62.794273g, vinegar: 2.102487g, blueberries: 4.485305g, cherry tomatoes: 2.525208g, salt: 0.848926g, brussels sprouts: 54.120541g, olive oil: 12.037024g, parsley: 0.631302g, lemon juice: 1.262604g, mustard: 0.700829g, chard: 13.738472g, wheat berry: 12.626041g, pepper: 0.137734g"
dish_1560454562,318.821899,299.0,26.924074,24.92885,26.887257,"corn: 23.567921g, arugula: 5.89198g, green beans: 20.0g, fish: 117.8396g, vinegar: 2.196079g, cherry tomatoes: 5.490196g, wild rice: 57.0g, pepper: 2.356792g, olive oil: 9.694939g, cucumbers: 4.392157g, chive: 0.294599g, sour cream: 5.89198g, garlic: 1.000963g, carrot: 8.637078g, jicama: 4.713584g, parsley: 0.569109g, nopales: 3.535188g, lime: 3.535188g, salt: 0.431854g, mixed greens: 21.960785g"
dish_1560802730,101.702484,64.0,2.801806,2.26971,16.082962,"olive oil: 0.620081g, chickpeas: 1.09589g, kale: 2.191781g, lemon juice: 0.219178g, bulgur: 0.547945g, salt: 0.074274g, parsley: 0.054795g, cherry tomatoes: 2.422998g, pepper: 0.438356g, spinach (raw): 1.211499g, thyme: 0.12115g, garlic: 0.4846g, chicken breast: 48.459957g, parmesan cheese: 1.211499g, wheat berry: 4.845996g"
dish_1561580608,20.25,81.0,0.243,4.05,1.458,cauliflower: 81.0g
dish_1560444701,51.000004,170.0,0.34,12.919999,1.02,watermelon: 170.0g
dish_1566316525,223.888092,83.0,20.465044,2.697224,7.660691,"olive oil: 12.412121g, bacon: 19.0g, radishes: 12.412121g, vinegar: 6.20606g, bell peppers: 15.515152g, garlic: 0.775758g, salt: 0.387879g, cucumbers: 15.515152g, mustard: 0.775758g"
dish_1565799507,74.651711,78.0,1.902439,13.697562,0.760976,"sweet potato: 76.097565g, olive oil: 1.902439g"
dish_1564590146,141.005844,205.0,3.119219,27.632782,1.684488,"watermelon: 84.0g, sweet potato: 118.048782g, olive oil: 2.951219g"
dish_1565109637,172.644882,253.0,2.610683,17.620319,16.817074,"sweet potato: 91.707321g, olive oil: 2.292683g, egg whites: 159.0g"
dish_1566414611,105.599998,64.0,2.304,0.0,19.84,chicken: 64.0g
dish_1567021799,93.81813,76.0,8.914966,3.059988,1.823886,"pepper: 0.057272g, vinegar: 1.718161g, arugula: 51.31575g, chard: 9.163527g, blueberries: 3.665411g, mustard: 0.57272g, olive oil: 7.330821g, walnuts: 1.832705g, salt: 0.343632g"
dish_1559844657,122.110001,167.0,0.248,29.200001,2.287,"potatoes: 86.0g, grapes: 81.0g"
dish_1562699699,372.112732,217.0,19.35306,20.778339,26.857891,"bok choy: 2.901686g, millet: 11.606745g, vinegar: 1.538478g, spinach (raw): 17.417418g, shallots: 5.803372g, onions: 4.991776g, cucumbers: 3.483484g, olive oil: 4.881687g, garlic: 0.174174g, mustard: 0.174174g, salt: 0.1959g, quinoa: 50.485435g, sun dried tomatoes: 1.393393g, beef: 87.050591g, brown rice: 22.0g, spinach (cooked): 2.901686g"
dish_1558721669,24.25,97.0,0.291,4.85,1.746,cauliflower: 97.0g
dish_1558640294,42.400002,184.0,0.368,9.554,1.598,"cantaloupe: 58.0g, cherry tomatoes: 126.0g"
dish_1559149615,124.429993,23.0,9.66,0.322,8.51,bacon: 23.0g
dish_1558640238,22.68,126.0,0.252,4.914,1.134,cherry tomatoes: 126.0g
dish_1563295400,402.984802,269.0,24.84903,26.972351,18.609489,"broccoli: 82.926834g, yam: 41.509434g, sweet potato: 41.509434g, scrambled eggs: 74.0g, olive oil: 7.054303g, bacon: 22.0g"
dish_1559332795,39.368401,39.0,3.721487,1.441863,0.531219,"cucumbers: 4.548105g, olive oil: 3.638484g, salt: 0.227405g, mixed greens: 13.644315g, lime: 0.454811g, lettuce: 9.09621g, pepper: 0.113703g, cherry tomatoes: 3.638484g, vinegar: 1.819242g, onions: 1.819242g"
dish_1558722707,19.26,107.0,0.214,4.173,0.963,cherry tomatoes: 107.0g
dish_1560369008,223.801331,146.0,10.548676,15.552691,15.850163,"pork: 50.965252g, brown rice: 6.795367g, shallots: 0.339768g, mixed greens: 2.823529g, carrot: 1.129412g, broccoli: 1.698842g, salt: 0.137883g, lemon juice: 0.339768g, basil: 0.169884g, parsley: 0.169884g, vinegar: 0.904474g, cherry tomatoes: 1.698842g, pepper: 0.679537g, arugula: 4.235294g, white rice: 41.0g, garlic: 0.679537g, lettuce: 1.411765g, mustard: 0.088235g, pumpkin seeds: 0.564706g, olive oil: 2.488485g, onions: 0.679537g, caesar salad: 27.0g"
dish_1559233144,398.063995,198.0,29.666,3.722,27.729,"garden salad: 39.0g, scrambled eggs: 124.0g, bacon: 35.0g"
dish_1563205903,101.239998,122.0,3.674,1.659,13.6,"chicken apple sausage: 35.0g, egg whites: 87.0g"
dish_1558380464,277.488007,48.0,23.76,10.896,10.752001,almonds: 48.0g
dish_1565195362,98.578537,103.0,2.512195,18.087807,1.004878,"sweet potato: 100.487808g, olive oil: 2.512195g"
dish_1556575386,103.299995,152.0,6.882,10.618,2.868,"olives: 62.0g, brussels sprouts: 64.0g, celery: 28.0g"
dish_1567023262,72.32,64.0,6.016,3.008,2.048,greek salad: 64.0g
dish_1560887480,668.084106,374.0,30.156406,53.686604,43.585083,"onions: 1.314506g, caesar dressing: 6.386966g, pizza: 122.0g, kale: 41.608055g, broccoli: 6.572529g, beef: 98.587936g, vinegar: 0.657253g, parmesan cheese: 3.991853g, eggplant: 73.529411g, olive oil: 1.721174g, orange juice: 0.657253g, salt: 0.899607g, chili: 0.657253g, garlic: 0.657253g, soy sauce: 0.657253g, white rice: 13.145058g, croutons: 0.299389g, green onions: 0.657253g"
dish_1564601600,600.798035,434.0,34.061848,39.35067,36.421764,"buttermilk: 18.158731g, chicken: 90.793655g, flour: 9.079366g, lemon juice: 0.56746g, thyme: 0.28373g, vegetable oil: 22.698414g, parsley: 0.28373g, garlic: 0.56746g, olive oil: 1.259533g, brussels sprouts: 125.953262g, pepper: 0.157442g, roasted potatoes: 90.0g, turnips: 73.0g, salt: 1.197227g"
dish_1561740385,99.374557,139.0,6.882791,9.440247,1.758757,"radishes: 5.430303g, salt: 0.169697g, broccoli: 41.951221g, olive oil: 6.479083g, mustard: 0.339394g, cucumbers: 6.787879g, vinegar: 2.715151g, strawberries: 68.0g, garlic: 0.339394g, bell peppers: 6.787879g"
dish_1563996596,39.599998,90.0,1.89,3.87,2.88,caesar salad: 90.0g
dish_1558724799,142.669998,352.0,1.007,34.330002,4.593,"cauliflower: 79.0g, apple: 161.0g, broccoli: 112.0g"
dish_1560366963,7.56,42.0,0.084,1.638,0.378,cherry tomatoes: 42.0g
dish_1563984835,603.979248,461.0,38.404388,22.673515,42.219002,"vinaigrette: 4.32258g, raspberries: 4.32258g, blackberries: 4.32258g, mixed greens: 43.225803g, granola: 10.806451g, scrambled eggs: 149.0g, salsa: 73.0g, chicken apple sausage: 172.0g"
dish_1560366460,330.740997,255.0,20.443512,9.966405,27.0408,"basil: 0.306306g, chard: 4.581763g, vinegar: 1.471693g, arugula: 25.657875g, eggplant: 39.215687g, broccoli: 3.063063g, salt: 0.717126g, walnuts: 0.916353g, olive oil: 6.508018g, onions: 1.225225g, blueberries: 1.832705g, pork: 91.891891g, garlic: 1.225225g, brown rice: 12.252253g, cherry tomatoes: 3.063063g, pepper: 1.253861g, asparagus: 58.0g, shallots: 0.612613g, lemon juice: 0.612613g, mustard: 0.28636g, parsley: 0.306306g"
dish_1562010266,581.033081,284.0,34.7831,8.110199,55.645042,"olive oil: 1.378641g, mayonnaise: 5.514563g, wheat berry: 27.572815g, pork: 206.796112g, pepper: 0.68932g, salt: 0.34466g, cabbage: 27.572815g, carrot: 6.893204g, garlic: 2.757282g, lemon juice: 2.757282g, parsley: 1.378641g, jalapenos: 0.34466g"
dish_1560369122,92.058571,183.0,5.250934,10.457476,2.884234,"garlic: 0.155063g, asparagus: 72.0g, salt: 0.155063g, mustard: 0.310127g, olive oil: 4.962026g, blueberries: 4.962026g, spinach (raw): 31.012657g, radishes: 4.962026g, vinegar: 2.481013g, honeydew melons: 62.0g"
dish_1566402041,231.919998,446.0,0.892,3.122,44.600002,egg whites: 446.0g
dish_1564605293,404.167999,152.0,14.287999,50.920002,17.024,cheese pizza: 152.0g
dish_1565021185,481.503418,296.0,28.395676,30.147346,26.921808,"waffles: 73.0g, olive oil: 0.472325g, salt: 0.236162g, turnips: 47.232475g, egg whites: 53.0g, sausage: 51.0g, pepper: 0.059041g, tofu: 71.0g"
dish_1558638137,60.839996,117.0,0.234,16.379999,0.351,apple: 117.0g
dish_1562787983,56.760002,149.0,1.457,9.663,2.656,"caesar salad: 61.0g, cantaloupe: 88.0g"
dish_1561751958,381.226379,293.0,19.166792,10.987133,37.790176,"arugula: 5.977098g, brown rice: 29.88549g, squash: 92.725029g, salmon: 149.427444g, pepper: 7.471373g, salt: 0.721287g, olive oil: 6.605493g, thyme: 0.186784g"
dish_1563913741,353.062378,292.0,14.037527,44.293163,14.324348,"cucumbers: 4.420485g, salt: 0.110512g, cheese pizza: 68.0g, figs: 4.420485g, mustard: 0.221024g, green beans: 28.275002g, olive oil: 4.261388g, fried rice: 35.0g, chard: 8.84097g, spinach (raw): 13.261456g, vinegar: 1.768194g, cherry tomatoes: 4.420485g, caesar salad: 119.0g"
dish_1558640748,14.5,58.0,0.174,2.9,1.044,cauliflower: 58.0g
dish_1562617395,185.899994,125.0,8.07,20.610001,8.84,"caesar salad: 70.0g, pepperoni pizza: 55.0g"
dish_1565119739,396.804047,461.0,15.774881,41.558456,25.650156,"olive oil: 4.858474g, onions: 2.010818g, salt: 0.075406g, kale: 39.0g, zucchini: 75.5g, shallots: 4.021636g, spinach (cooked): 2.010818g, millet: 8.043271g, bok choy: 2.010818g, beef: 60.324532g, wheat berry: 148.543686g, chard: 39.0g, chayote squash: 75.5g, vinegar: 0.100541g"
dish_1565728453,293.899658,140.0,11.317793,17.91408,28.208755,"shallots: 1.695962g, garlic: 0.256616g, olive oil: 1.194456g, vinegar: 0.041998g, beef: 25.198854g, millet: 3.359847g, salt: 0.095653g, cheese pizza: 47.0g, onions: 0.839962g, lemon juice: 0.256616g, parsley: 0.513232g, thyme: 0.128308g, wheat berry: 5.132318g, spinach (raw): 1.283079g, bok choy: 0.839962g, spinach (cooked): 0.839962g, chicken: 51.323174g"
dish_1564169298,187.076355,299.0,7.090506,25.310051,8.460101,"lemon juice: 5.670886g, kale: 14.177216g, tatsoi: 56.708862g, parsley: 0.531646g, garlic: 0.708861g, sandwiches: 50.0g, salt: 0.35443g, pepper: 5.670886g, watermelon: 151.0g, cucumbers: 14.177216g"
dish_1563909951,180.602646,188.0,15.631252,9.266831,3.663664,"garlic: 0.433544g, salt: 0.433544g, olive oil: 15.148417g, mustard: 0.867089g, spinach (raw): 86.708862g, vinegar: 6.936709g, green beans: 49.725002g, blueberries: 13.873418g, radishes: 13.873418g"
dish_1566501041,279.317993,194.0,20.279001,12.239,14.899,"olives: 97.0g, carrot: 38.0g, spinach (raw): 25.0g, parmesan cheese: 34.0g"
dish_1562008842,355.759705,294.0,24.022318,17.568413,19.549057,"parsley: 0.846134g, mixed greens: 46.93042g, garlic: 1.944852g, olive oil: 11.52717g, mustard: 1.216386g, shallots: 0.127796g, mayonnaise: 1.339806g, chard: 4.444445g, vinegar: 4.587767g, cabbage: 6.699029g, olives: 9.386085g, pepper: 0.167476g, quinoa: 25.559105g, pears: 9.386085g, salt: 0.655271g, goat cheese: 7.508868g, carrot: 1.674757g, thyme: 0.127796g, arugula: 27.444799g, pecans: 0.888889g, blueberries: 1.777778g, lemon juice: 0.733801g, pork: 50.242718g, cauliflower: 72.0g, wheat berry: 6.699029g, jalapenos: 0.083738g"
dish_1566414754,755.496277,533.0,33.023949,28.348515,98.857841,"pepper: 1.019951g, roasted potatoes: 81.0g, shallots: 1.019951g, green onions: 0.587084g, country rice: 11.741683g, lemon juice: 0.509976g, rosemary: 0.63747g, butter: 2.039903g, wheat berry: 20.399027g, mushroom: 10.199513g, cream: 8.159611g, arugula: 5.099757g, onions: 2.348337g, fish: 58.708416g, green beans: 49.725002g, salt: 2.186674g, garlic: 2.333445g, olive oil: 4.489071g, thyme: 0.63747g, basil: 1.019951g, oregano: 0.63747g, chicken: 267.990295g, white wine: 0.509976g"
dish_1561575996,290.976196,128.0,15.850189,17.013613,19.330734,"vinegar: 0.064906g, parmesan cheese: 11.0g, millet: 5.192492g, bok choy: 1.298123g, olives: 26.0g, beef: 38.943684g, cheese pizza: 40.0g, salt: 0.04868g, shallots: 2.596246g, spinach (cooked): 1.298123g, onions: 1.298123g, olive oil: 0.259625g"
dish_1561578603,180.514832,96.0,9.961771,7.509113,13.929778,"olive oil: 0.330894g, onions: 1.65447g, salt: 0.062043g, roasted potatoes: 31.0g, spinach (cooked): 1.65447g, shallots: 3.30894g, bok choy: 1.65447g, millet: 6.617881g, beef: 49.634109g, vinegar: 0.082724g"
dish_1563567978,118.96312,114.0,13.726029,3.8764,15.666928,"garlic: 0.049978g, shallots: 1.599299g, salt: 0.199912g, lemon juice: 1.599299g, kale: 3.998246g, parsley: 0.799649g, chard: 3.198597g, olive oil: 3.198597g, wheat berry: 15.992986g, chive: 0.199912g, cherry tomatoes: 3.198597g, fish: 79.964928g"
dish_1561576051,367.885284,179.0,19.007559,22.600353,25.634586,"chicken: 17.907543g, beef: 38.943684g, garlic: 0.179075g, butter: 0.179075g, arugula: 0.447689g, wheat berry: 1.790754g, cream: 0.716302g, olive oil: 0.4387g, thyme: 0.055961g, rosemary: 0.055961g, salt: 0.227755g, white wine: 0.044769g, roasted potatoes: 28.0g, pepper: 0.089538g, olives: 26.0g, millet: 5.192492g, parmesan cheese: 11.0g, vinegar: 0.064906g, mushroom: 0.895377g, oregano: 0.055961g, basil: 0.089538g, lemon juice: 0.044769g, bok choy: 1.298123g, onions: 1.298123g, cheese pizza: 40.0g, spinach (cooked): 1.298123g, shallots: 2.685783g"
dish_1565638287,357.934662,175.0,19.853895,6.4788,35.728153,"pork: 134.099609g, arugula: 4.469987g, white rice: 17.87995g, garlic: 0.893997g, salt: 0.223499g, rosemary: 0.893997g, zucchini: 8.939975g, parsley: 0.446999g, onions: 6.257982g, olive oil: 0.893997g"
dish_1561753371,221.257736,103.0,11.171755,10.944118,19.031263,"olive oil: 0.280082g, chicken thighs: 56.016315g, cheese: 16.804895g, tomatoes: 5.601632g, garlic: 0.560163g, chili: 0.490143g, salt: 0.140041g, cilantro: 0.560163g, tortilla: 22.406527g, onions: 0.140041g"
dish_1563393182,35.230003,193.0,0.432667,6.652667,2.480667,"zucchini: 39.333336g, broccoli: 39.333336g, squash: 39.333336g, cucumbers: 75.0g"
dish_1568061272,380.394043,415.0,11.045062,45.304302,25.763874,"quinoa: 23.30097g, chicken breast: 46.817249g, wheat berry: 4.681725g, parmesan cheese: 1.170431g, spinach (raw): 1.170431g, olive oil: 2.727954g, garlic: 0.468172g, thyme: 0.117043g, cherry tomatoes: 2.340862g, salt: 0.811342g, cheese pizza: 55.0g, pepper: 0.057811g, pineapple: 91.0g, squash: 139.08754g, brussels sprouts: 46.248463g"
dish_1562958998,109.093597,104.0,12.07743,4.164993,13.567006,"arugula: 3.443708g, quinoa: 13.774834g, fish: 68.874168g, tomatillo: 6.887417g, pepper: 2.754967g, jalapenos: 0.172185g, cilantro: 0.688742g, garlic: 0.344371g, lemon juice: 1.377483g, onions: 2.754967g, salt: 0.172185g, olive oil: 2.754967g"
dish_1560456853,405.703369,501.0,26.503923,43.402229,35.031845,"parsley: 0.307692g, salt: 0.307692g, broccoli: 95.0g, fish: 123.07692g, jicama: 4.923077g, olive oil: 5.538461g, sour cream: 6.153846g, nopales: 3.692308g, lime: 3.692308g, chive: 0.307692g, carrot: 6.153846g, corn: 24.615385g, garlic: 0.615385g, caesar salad: 123.0g, pepper: 2.461539g, arugula: 6.153846g, wild rice: 95.0g"
dish_1560370137,89.644272,104.0,7.00289,5.694383,2.551919,"vinegar: 3.058824g, arugula: 22.941177g, asparagus: 39.0g, salt: 0.286765g, mixed greens: 15.294118g, carrot: 6.117647g, lettuce: 7.647059g, pumpkin seeds: 3.058824g, mustard: 0.477941g, olive oil: 6.117647g"
dish_1558636388,24.0,96.0,0.288,4.8,1.728,cauliflower: 96.0g
dish_1558633158,34.849998,85.0,0.17,8.5,0.765,carrot: 85.0g
dish_1564170880,348.557159,230.0,15.413,22.931355,28.944201,"salmon: 101.370377g, pepper: 5.068519g, arugula: 4.054815g, brown rice: 20.274076g, wheat berry: 92.233009g, olive oil: 6.619064g, thyme: 0.126713g, salt: 0.253426g"
dish_1559678405,552.346069,386.0,37.108223,14.894657,39.692425,"bok choy: 4.35253g, garlic: 1.470588g, vinegar: 8.060763g, onions: 4.35253g, shallots: 8.705059g, olive oil: 16.55678g, mustard: 0.980392g, tomatoes: 9.803922g, mustard greens: 19.607843g, salt: 0.653416g, cucumbers: 15.686275g, beef: 130.575882g, spinach (raw): 78.431374g, broccoli: 65.0g, spinach (cooked): 4.35253g, millet: 17.410118g"
dish_1563564676,50.623695,62.0,1.979075,5.197519,3.843747,"kale: 48.488796g, croutons: 0.378819g, caesar dressing: 8.081467g, parmesan cheese: 5.050916g"
dish_1562086501,195.360001,132.0,14.52,2.112,13.2,scrambled eggs: 132.0g
dish_1560453275,92.554443,60.0,2.703752,1.252969,14.971699,"lemon juice: 0.236337g, spinach (raw): 1.181684g, thyme: 0.118168g, rosemary: 0.118168g, garlic: 0.236337g, salt: 0.059084g, basil: 0.118168g, parsley: 0.236337g, pepper: 0.029542g, olive oil: 0.945347g, chicken: 47.267357g, wheat berry: 4.726736g, squash: 2.363368g, zucchini: 2.363368g"
dish_1558725085,54.360001,151.0,0.151,13.59,0.755,honeydew melons: 151.0g
dish_1565799663,314.811707,591.0,2.991439,34.065559,34.432976,"berries: 63.0g, salsa: 71.0g, watermelon: 61.0g, egg whites: 318.0g, olive oil: 1.902439g, sweet potato: 76.097565g"
dish_1562700906,59.639149,222.0,1.697486,9.371578,3.038182,"olive oil: 1.035758g, squash: 103.575829g, salt: 0.388409g, cauliflower: 117.0g"
dish_1564086602,130.291,49.0,4.606,16.415001,5.488,cheese pizza: 49.0g
dish_1567024066,228.673996,86.0,8.084,28.810001,9.632,cheese pizza: 86.0g
dish_1558631872,16.02,89.0,0.178,3.471,0.801,cherry tomatoes: 89.0g
dish_1558722883,15.0,60.0,0.18,3.0,1.08,cauliflower: 60.0g
